UTM_X,UTM_Y,Cota,Valor,Clase
420604.0,4573574.0,-17,0.065,arcillas y limos
420604.0,4573574.0,-16,0.065,arcillas y limos
420604.0,4573574.0,-15,0.065,arcillas y limos
420604.0,4573574.0,-14,0.065,arcillas y limos
420604.0,4573574.0,-13,0.065,arcillas y limos
420604.0,4573574.0,-12,0.065,arcillas y limos
420604.0,4573574.0,-11,0.065,arcillas y limos
420604.0,4573574.0,-10,0.065,arcillas y limos
420604.0,4573574.0,-9,0.065,arcillas y limos
420604.0,4573574.0,-8,0.065,arcillas y limos
420604.0,4573574.0,-7,0.065,arcillas y limos
420604.0,4573574.0,-6,0.065,arcillas y limos
420604.0,4573574.0,-5,0.065,arcillas y limos
420604.0,4573574.0,-4,0.45,arcillas y limos
420604.0,4573574.0,-3,0.45,arcillas y limos
420604.0,4573574.0,-2,0.45,arcillas y limos
420604.0,4573574.0,-1,0.45,arcillas y limos
420604.0,4573574.0,0,0.45,arcillas y limos
420604.0,4573574.0,1,0.065,arcillas y limos
420604.0,4573574.0,2,0.065,arcillas y limos
420150.0,4572400.0,-60,S,
420150.0,4572400.0,-59,0.01,arcillas y limos
420150.0,4572400.0,-58,0.01,arcillas y limos
420150.0,4572400.0,-57,0.01,arcillas y limos
420150.0,4572400.0,-56,0.01,arcillas y limos
420150.0,4572400.0,-55,0.01,arcillas y limos
420150.0,4572400.0,-54,0.01,arcillas y limos
420150.0,4572400.0,-53,0.01,arcillas y limos
420150.0,4572400.0,-52,0.01,arcillas y limos
420150.0,4572400.0,-51,0.01,arcillas y limos
420150.0,4572400.0,-50,0.01,arcillas y limos
420150.0,4572400.0,-49,0.01,arcillas y limos
420150.0,4572400.0,-48,0.01,arcillas y limos
420150.0,4572400.0,-47,0.01,arcillas y limos
420150.0,4572400.0,-46,0.01,arcillas y limos
420150.0,4572400.0,-45,0.01,arcillas y limos
420150.0,4572400.0,-44,7,gravillas y gravas
420150.0,4572400.0,-43,7,gravillas y gravas
420150.0,4572400.0,-42,7,gravillas y gravas
420150.0,4572400.0,-41,7,gravillas y gravas
420150.0,4572400.0,-40,7,gravillas y gravas
420150.0,4572400.0,-39,7,gravillas y gravas
420150.0,4572400.0,-38,7,gravillas y gravas
420150.0,4572400.0,-37,7,gravillas y gravas
420150.0,4572400.0,-36,7,gravillas y gravas
420150.0,4572400.0,-35,7,gravillas y gravas
420150.0,4572400.0,-34,7,gravillas y gravas
420150.0,4572400.0,-33,0.004,arcillas y limos
420150.0,4572400.0,-32,0.004,arcillas y limos
420150.0,4572400.0,-31,0.01,arcillas y limos
420150.0,4572400.0,-30,0.01,arcillas y limos
420150.0,4572400.0,-29,0.01,arcillas y limos
420150.0,4572400.0,-28,0.01,arcillas y limos
420150.0,4572400.0,-27,0.01,arcillas y limos
420150.0,4572400.0,-26,0.01,arcillas y limos
420150.0,4572400.0,-25,0.01,arcillas y limos
420150.0,4572400.0,-24,0.01,arcillas y limos
420150.0,4572400.0,-23,0.01,arcillas y limos
420150.0,4572400.0,-22,0.01,arcillas y limos
420150.0,4572400.0,-21,0.01,arcillas y limos
420150.0,4572400.0,-20,0.01,arcillas y limos
420150.0,4572400.0,-19,0.01,arcillas y limos
420150.0,4572400.0,-18,0.01,arcillas y limos
420150.0,4572400.0,-17,0.01,arcillas y limos
420150.0,4572400.0,-16,0.01,arcillas y limos
420150.0,4572400.0,-15,0.065,arcillas y limos
420150.0,4572400.0,-14,0.065,arcillas y limos
420150.0,4572400.0,-13,0.065,arcillas y limos
420150.0,4572400.0,-12,1.15,arenas
420150.0,4572400.0,-11,1.15,arenas
420150.0,4572400.0,-10,1.15,arenas
420150.0,4572400.0,-9,1.15,arenas
420150.0,4572400.0,-8,1.15,arenas
420150.0,4572400.0,-7,1.15,arenas
420150.0,4572400.0,-6,1.15,arenas
420150.0,4572400.0,-5,1.15,arenas
420150.0,4572400.0,-4,1.15,arenas
420150.0,4572400.0,-3,1.15,arenas
420150.0,4572400.0,-2,1.15,arenas
420150.0,4572400.0,-1,1.15,arenas
420150.0,4572400.0,0,1.15,arenas
420150.0,4572400.0,1,1.15,arenas
420150.0,4572400.0,2,0.065,arcillas y limos
420910.0,4573350.0,-18,0.065,arcillas y limos
420910.0,4573350.0,-17,0.065,arcillas y limos
420910.0,4573350.0,-16,0.065,arcillas y limos
420910.0,4573350.0,-15,0.065,arcillas y limos
420910.0,4573350.0,-14,0.065,arcillas y limos
420910.0,4573350.0,-13,0.065,arcillas y limos
420910.0,4573350.0,-12,0.45,arcillas y limos
420910.0,4573350.0,-11,0.45,arcillas y limos
420910.0,4573350.0,-10,0.45,arcillas y limos
420910.0,4573350.0,-9,0.45,arcillas y limos
420910.0,4573350.0,-8,0.45,arcillas y limos
420910.0,4573350.0,-7,3.5,arenas
420910.0,4573350.0,-6,3.5,arenas
420910.0,4573350.0,-5,3.5,arenas
420910.0,4573350.0,-4,3.5,arenas
420910.0,4573350.0,-3,3.5,arenas
420910.0,4573350.0,-2,3.5,arenas
420910.0,4573350.0,-1,0.001,arcillas y limos
420910.0,4573350.0,0,0.001,arcillas y limos
420910.0,4573350.0,1,0.065,arcillas y limos
418320.0,4573930.0,-18,7,gravillas y gravas
418320.0,4573930.0,-17,7,gravillas y gravas
418320.0,4573930.0,-16,7,gravillas y gravas
418320.0,4573930.0,-15,0.065,arcillas y limos
418320.0,4573930.0,-14,0.065,arcillas y limos
418320.0,4573930.0,-13,0.065,arcillas y limos
418320.0,4573930.0,-12,0.065,arcillas y limos
418320.0,4573930.0,-11,3.5,arenas
418320.0,4573930.0,-10,3.5,arenas
418320.0,4573930.0,-9,3.5,arenas
418320.0,4573930.0,-8,3.5,arenas
418320.0,4573930.0,-7,0.45,arcillas y limos
418320.0,4573930.0,-6,0.45,arcillas y limos
418320.0,4573930.0,-5,0.45,arcillas y limos
418320.0,4573930.0,-4,0.45,arcillas y limos
418320.0,4573930.0,-3,0.45,arcillas y limos
418320.0,4573930.0,-2,0.45,arcillas y limos
418320.0,4573930.0,-1,0.0001,arcillas y limos
418320.0,4573930.0,0,0.0001,arcillas y limos
418320.0,4573930.0,1,0.0001,arcillas y limos
418320.0,4573930.0,2,0.0001,arcillas y limos
418320.0,4573930.0,3,0.0001,arcillas y limos
418320.0,4573930.0,4,0.0001,arcillas y limos
418320.0,4573930.0,5,0.0001,arcillas y limos
418320.0,4573930.0,6,0.065,arcillas y limos
418320.0,4573930.0,7,0.065,arcillas y limos
423030.0,4573270.0,-52,7,gravillas y gravas
423030.0,4573270.0,-51,7,gravillas y gravas
423030.0,4573270.0,-50,0.45,arcillas y limos
423030.0,4573270.0,-49,0.45,arcillas y limos
423030.0,4573270.0,-48,0.45,arcillas y limos
423030.0,4573270.0,-47,0.45,arcillas y limos
423030.0,4573270.0,-46,7,gravillas y gravas
423030.0,4573270.0,-45,7,gravillas y gravas
423030.0,4573270.0,-44,0.45,arcillas y limos
423030.0,4573270.0,-43,1.15,arenas
423030.0,4573270.0,-42,1.15,arenas
423030.0,4573270.0,-41,1.15,arenas
423030.0,4573270.0,-40,1.15,arenas
423030.0,4573270.0,-39,1.15,arenas
423030.0,4573270.0,-38,1.15,arenas
423030.0,4573270.0,-37,1.15,arenas
423030.0,4573270.0,-36,1.15,arenas
423030.0,4573270.0,-35,1.15,arenas
423030.0,4573270.0,-34,0.45,arcillas y limos
423030.0,4573270.0,-33,0.01,arcillas y limos
423030.0,4573270.0,-32,0.01,arcillas y limos
423030.0,4573270.0,-31,0.01,arcillas y limos
423030.0,4573270.0,-30,0.01,arcillas y limos
423030.0,4573270.0,-29,0.01,arcillas y limos
423030.0,4573270.0,-28,0.01,arcillas y limos
423030.0,4573270.0,-27,0.01,arcillas y limos
423030.0,4573270.0,-26,0.01,arcillas y limos
423030.0,4573270.0,-25,0.01,arcillas y limos
423030.0,4573270.0,-24,0.01,arcillas y limos
423030.0,4573270.0,-23,0.01,arcillas y limos
423030.0,4573270.0,-22,0.01,arcillas y limos
423030.0,4573270.0,-21,0.01,arcillas y limos
423030.0,4573270.0,-20,0.01,arcillas y limos
423030.0,4573270.0,-19,0.01,arcillas y limos
423030.0,4573270.0,-18,0.01,arcillas y limos
423030.0,4573270.0,-17,0.01,arcillas y limos
423030.0,4573270.0,-16,0.01,arcillas y limos
423030.0,4573270.0,-15,1.15,arenas
423030.0,4573270.0,-14,1.15,arenas
423030.0,4573270.0,-13,1.15,arenas
423030.0,4573270.0,-12,1.15,arenas
423030.0,4573270.0,-11,0.0004,arcillas y limos
423030.0,4573270.0,-10,0.0004,arcillas y limos
423030.0,4573270.0,-9,7,gravillas y gravas
423030.0,4573270.0,-8,1.15,arenas
423030.0,4573270.0,-7,1.15,arenas
423030.0,4573270.0,-6,1.15,arenas
423030.0,4573270.0,-5,1.15,arenas
423030.0,4573270.0,-4,1.15,arenas
423030.0,4573270.0,-3,1.15,arenas
423030.0,4573270.0,-2,1.15,arenas
423030.0,4573270.0,-1,1.15,arenas
423030.0,4573270.0,0,1.15,arenas
423030.0,4573270.0,1,0.065,arcillas y limos
423030.0,4573270.0,2,0.065,arcillas y limos
423296.0,4573485.0,-43,7,gravillas y gravas
423296.0,4573485.0,-42,7,gravillas y gravas
423296.0,4573485.0,-41,7,gravillas y gravas
423296.0,4573485.0,-40,7,gravillas y gravas
423296.0,4573485.0,-39,7,gravillas y gravas
423296.0,4573485.0,-38,0.065,arcillas y limos
423296.0,4573485.0,-37,0.065,arcillas y limos
423296.0,4573485.0,-36,0.065,arcillas y limos
423296.0,4573485.0,-35,0.065,arcillas y limos
423296.0,4573485.0,-34,0.065,arcillas y limos
423296.0,4573485.0,-33,0.065,arcillas y limos
423296.0,4573485.0,-32,0.065,arcillas y limos
423296.0,4573485.0,-31,0.065,arcillas y limos
423296.0,4573485.0,-30,0.065,arcillas y limos
423296.0,4573485.0,-29,0.065,arcillas y limos
423296.0,4573485.0,-28,0.065,arcillas y limos
423296.0,4573485.0,-27,0.065,arcillas y limos
423296.0,4573485.0,-26,0.065,arcillas y limos
423296.0,4573485.0,-25,0.065,arcillas y limos
423296.0,4573485.0,-24,0.065,arcillas y limos
423296.0,4573485.0,-23,0.065,arcillas y limos
423296.0,4573485.0,-22,0.065,arcillas y limos
423296.0,4573485.0,-21,0.065,arcillas y limos
423296.0,4573485.0,-20,0.065,arcillas y limos
423296.0,4573485.0,-19,0.065,arcillas y limos
423296.0,4573485.0,-18,0.065,arcillas y limos
423296.0,4573485.0,-17,0.065,arcillas y limos
423296.0,4573485.0,-16,0.065,arcillas y limos
423296.0,4573485.0,-15,0.065,arcillas y limos
423296.0,4573485.0,-14,0.065,arcillas y limos
423296.0,4573485.0,-13,0.065,arcillas y limos
423296.0,4573485.0,-12,0.065,arcillas y limos
423296.0,4573485.0,-11,0.065,arcillas y limos
423296.0,4573485.0,-10,0.065,arcillas y limos
423296.0,4573485.0,-9,0.065,arcillas y limos
423296.0,4573485.0,-8,0.065,arcillas y limos
423296.0,4573485.0,-7,0.065,arcillas y limos
423296.0,4573485.0,-6,1.15,arenas
423296.0,4573485.0,-5,1.15,arenas
423296.0,4573485.0,-4,1.15,arenas
423296.0,4573485.0,-3,1.15,arenas
423296.0,4573485.0,-2,1.15,arenas
423296.0,4573485.0,-1,1.15,arenas
423296.0,4573485.0,0,1.15,arenas
423296.0,4573485.0,1,1.15,arenas
423296.0,4573485.0,2,1.15,arenas
423296.0,4573485.0,3,0.065,arcillas y limos
422500.0,4573181.0,-45,7,gravillas y gravas
422500.0,4573181.0,-44,7,gravillas y gravas
422500.0,4573181.0,-43,7,gravillas y gravas
422500.0,4573181.0,-42,7,gravillas y gravas
422500.0,4573181.0,-41,7,gravillas y gravas
422500.0,4573181.0,-40,7,gravillas y gravas
422500.0,4573181.0,-39,0.065,arcillas y limos
422500.0,4573181.0,-38,0.065,arcillas y limos
422500.0,4573181.0,-37,0.065,arcillas y limos
422500.0,4573181.0,-36,0.065,arcillas y limos
422500.0,4573181.0,-35,0.065,arcillas y limos
422500.0,4573181.0,-34,0.065,arcillas y limos
422500.0,4573181.0,-33,0.065,arcillas y limos
422500.0,4573181.0,-32,0.065,arcillas y limos
422500.0,4573181.0,-31,0.065,arcillas y limos
422500.0,4573181.0,-30,0.065,arcillas y limos
422500.0,4573181.0,-29,0.065,arcillas y limos
422500.0,4573181.0,-28,0.065,arcillas y limos
422500.0,4573181.0,-27,0.065,arcillas y limos
422500.0,4573181.0,-26,0.065,arcillas y limos
422500.0,4573181.0,-25,0.065,arcillas y limos
422500.0,4573181.0,-24,0.065,arcillas y limos
422500.0,4573181.0,-23,0.065,arcillas y limos
422500.0,4573181.0,-22,0.065,arcillas y limos
422500.0,4573181.0,-21,0.065,arcillas y limos
422500.0,4573181.0,-20,0.065,arcillas y limos
422500.0,4573181.0,-19,0.065,arcillas y limos
422500.0,4573181.0,-18,0.065,arcillas y limos
422500.0,4573181.0,-17,0.065,arcillas y limos
422500.0,4573181.0,-16,0.065,arcillas y limos
422500.0,4573181.0,-15,0.065,arcillas y limos
422500.0,4573181.0,-14,0.065,arcillas y limos
422500.0,4573181.0,-13,0.065,arcillas y limos
422500.0,4573181.0,-12,0.065,arcillas y limos
422500.0,4573181.0,-11,0.065,arcillas y limos
422500.0,4573181.0,-10,0.065,arcillas y limos
422500.0,4573181.0,-9,0.065,arcillas y limos
422500.0,4573181.0,-8,0.065,arcillas y limos
422500.0,4573181.0,-7,0.45,arcillas y limos
422500.0,4573181.0,-6,0.45,arcillas y limos
422500.0,4573181.0,-5,0.45,arcillas y limos
422500.0,4573181.0,-4,0.45,arcillas y limos
422500.0,4573181.0,-3,0.45,arcillas y limos
422500.0,4573181.0,-2,0.0001,arcillas y limos
422500.0,4573181.0,-1,0.0001,arcillas y limos
422500.0,4573181.0,0,0.0001,arcillas y limos
422500.0,4573181.0,1,0.065,arcillas y limos
422500.0,4573181.0,2,0.065,arcillas y limos
422500.0,4573181.0,3,0.065,arcillas y limos
422527.0,4573196.0,-44,7,gravillas y gravas
422527.0,4573196.0,-43,7,gravillas y gravas
422527.0,4573196.0,-42,7,gravillas y gravas
422527.0,4573196.0,-41,7,gravillas y gravas
422527.0,4573196.0,-40,7,gravillas y gravas
422527.0,4573196.0,-39,0.065,arcillas y limos
422527.0,4573196.0,-38,0.065,arcillas y limos
422527.0,4573196.0,-37,0.065,arcillas y limos
422527.0,4573196.0,-36,0.065,arcillas y limos
422527.0,4573196.0,-35,0.065,arcillas y limos
422527.0,4573196.0,-34,0.065,arcillas y limos
422527.0,4573196.0,-33,0.065,arcillas y limos
422527.0,4573196.0,-32,0.065,arcillas y limos
422527.0,4573196.0,-31,0.065,arcillas y limos
422527.0,4573196.0,-30,0.065,arcillas y limos
422527.0,4573196.0,-29,0.065,arcillas y limos
422527.0,4573196.0,-28,0.065,arcillas y limos
422527.0,4573196.0,-27,0.065,arcillas y limos
422527.0,4573196.0,-26,0.065,arcillas y limos
422527.0,4573196.0,-25,0.065,arcillas y limos
422527.0,4573196.0,-24,0.065,arcillas y limos
422527.0,4573196.0,-23,0.065,arcillas y limos
422527.0,4573196.0,-22,0.065,arcillas y limos
422527.0,4573196.0,-21,0.065,arcillas y limos
422527.0,4573196.0,-20,0.065,arcillas y limos
422527.0,4573196.0,-19,0.065,arcillas y limos
422527.0,4573196.0,-18,0.065,arcillas y limos
422527.0,4573196.0,-17,0.065,arcillas y limos
422527.0,4573196.0,-16,0.065,arcillas y limos
422527.0,4573196.0,-15,0.065,arcillas y limos
422527.0,4573196.0,-14,0.065,arcillas y limos
422527.0,4573196.0,-13,0.065,arcillas y limos
422527.0,4573196.0,-12,0.065,arcillas y limos
422527.0,4573196.0,-11,0.065,arcillas y limos
422527.0,4573196.0,-10,0.065,arcillas y limos
422527.0,4573196.0,-9,0.065,arcillas y limos
422527.0,4573196.0,-8,0.45,arcillas y limos
422527.0,4573196.0,-7,0.45,arcillas y limos
422527.0,4573196.0,-6,0.45,arcillas y limos
422527.0,4573196.0,-5,0.45,arcillas y limos
422527.0,4573196.0,-4,0.45,arcillas y limos
422527.0,4573196.0,-3,0.0001,arcillas y limos
422527.0,4573196.0,-2,0.0001,arcillas y limos
422527.0,4573196.0,-1,0.0001,arcillas y limos
422527.0,4573196.0,0,0.0001,arcillas y limos
422527.0,4573196.0,1,0.065,arcillas y limos
422527.0,4573196.0,2,0.065,arcillas y limos
421998.0,4573947.0,-44,1.15,arenas
421998.0,4573947.0,-43,1.15,arenas
421998.0,4573947.0,-42,1.15,arenas
421998.0,4573947.0,-41,0.0001,arcillas y limos
421998.0,4573947.0,-40,7,gravillas y gravas
421998.0,4573947.0,-39,7,gravillas y gravas
421998.0,4573947.0,-38,0.45,arcillas y limos
421998.0,4573947.0,-37,0.45,arcillas y limos
421998.0,4573947.0,-36,0.45,arcillas y limos
421998.0,4573947.0,-35,0.45,arcillas y limos
421998.0,4573947.0,-34,0.45,arcillas y limos
421998.0,4573947.0,-33,0.45,arcillas y limos
421998.0,4573947.0,-32,0.45,arcillas y limos
421998.0,4573947.0,-31,0.45,arcillas y limos
421998.0,4573947.0,-30,0.065,arcillas y limos
421998.0,4573947.0,-29,0.065,arcillas y limos
421998.0,4573947.0,-28,0.065,arcillas y limos
421998.0,4573947.0,-27,0.065,arcillas y limos
421998.0,4573947.0,-26,0.065,arcillas y limos
421998.0,4573947.0,-25,0.065,arcillas y limos
421998.0,4573947.0,-24,0.065,arcillas y limos
421998.0,4573947.0,-23,0.065,arcillas y limos
421998.0,4573947.0,-22,0.065,arcillas y limos
421998.0,4573947.0,-21,0.065,arcillas y limos
421998.0,4573947.0,-20,0.065,arcillas y limos
421998.0,4573947.0,-19,0.065,arcillas y limos
421998.0,4573947.0,-18,0.065,arcillas y limos
421998.0,4573947.0,-17,0.065,arcillas y limos
421998.0,4573947.0,-16,0.065,arcillas y limos
421998.0,4573947.0,-15,0.065,arcillas y limos
421998.0,4573947.0,-14,0.065,arcillas y limos
421998.0,4573947.0,-13,0.065,arcillas y limos
421998.0,4573947.0,-12,0.065,arcillas y limos
421998.0,4573947.0,-11,0.065,arcillas y limos
421998.0,4573947.0,-10,0.065,arcillas y limos
421998.0,4573947.0,-9,0.065,arcillas y limos
421998.0,4573947.0,-8,0.065,arcillas y limos
421998.0,4573947.0,-7,0.065,arcillas y limos
421998.0,4573947.0,-6,0.065,arcillas y limos
421998.0,4573947.0,-5,0.065,arcillas y limos
421998.0,4573947.0,-4,0.065,arcillas y limos
421998.0,4573947.0,-3,0.45,arcillas y limos
421998.0,4573947.0,-2,0.45,arcillas y limos
421998.0,4573947.0,-1,0.45,arcillas y limos
421998.0,4573947.0,0,0.45,arcillas y limos
421998.0,4573947.0,1,0.45,arcillas y limos
421998.0,4573947.0,2,0.45,arcillas y limos
421998.0,4573947.0,3,0.065,arcillas y limos
421998.0,4573947.0,4,0.065,arcillas y limos
424323.0,4572848.0,-160,S,
424323.0,4572848.0,-159,0.45,arcillas y limos
424323.0,4572848.0,-158,0.45,arcillas y limos
424323.0,4572848.0,-157,0.45,arcillas y limos
424323.0,4572848.0,-156,0.45,arcillas y limos
424323.0,4572848.0,-155,0.45,arcillas y limos
424323.0,4572848.0,-154,0.45,arcillas y limos
424323.0,4572848.0,-153,0.45,arcillas y limos
424323.0,4572848.0,-152,0.45,arcillas y limos
424323.0,4572848.0,-151,0.45,arcillas y limos
424323.0,4572848.0,-150,0.45,arcillas y limos
424323.0,4572848.0,-149,0.45,arcillas y limos
424323.0,4572848.0,-148,0.45,arcillas y limos
424323.0,4572848.0,-147,0.45,arcillas y limos
424323.0,4572848.0,-146,0.45,arcillas y limos
424323.0,4572848.0,-145,0.45,arcillas y limos
424323.0,4572848.0,-144,0.45,arcillas y limos
424323.0,4572848.0,-143,0.45,arcillas y limos
424323.0,4572848.0,-142,0.45,arcillas y limos
424323.0,4572848.0,-141,0.45,arcillas y limos
424323.0,4572848.0,-140,0.45,arcillas y limos
424323.0,4572848.0,-139,0.45,arcillas y limos
424323.0,4572848.0,-138,0.45,arcillas y limos
424323.0,4572848.0,-137,0.45,arcillas y limos
424323.0,4572848.0,-136,0.45,arcillas y limos
424323.0,4572848.0,-135,0.45,arcillas y limos
424323.0,4572848.0,-134,0.45,arcillas y limos
424323.0,4572848.0,-133,0.45,arcillas y limos
424323.0,4572848.0,-132,0.45,arcillas y limos
424323.0,4572848.0,-131,0.45,arcillas y limos
424323.0,4572848.0,-130,0.45,arcillas y limos
424323.0,4572848.0,-129,0.45,arcillas y limos
424323.0,4572848.0,-128,0.45,arcillas y limos
424323.0,4572848.0,-127,0.45,arcillas y limos
424323.0,4572848.0,-126,0.45,arcillas y limos
424323.0,4572848.0,-125,0.45,arcillas y limos
424323.0,4572848.0,-124,0.45,arcillas y limos
424323.0,4572848.0,-123,0.45,arcillas y limos
424323.0,4572848.0,-122,0.45,arcillas y limos
424323.0,4572848.0,-121,0.45,arcillas y limos
424323.0,4572848.0,-120,0.45,arcillas y limos
424323.0,4572848.0,-119,0.45,arcillas y limos
424323.0,4572848.0,-118,0.45,arcillas y limos
424323.0,4572848.0,-117,0.45,arcillas y limos
424323.0,4572848.0,-116,0.45,arcillas y limos
424323.0,4572848.0,-115,0.45,arcillas y limos
424323.0,4572848.0,-114,0.45,arcillas y limos
424323.0,4572848.0,-113,0.45,arcillas y limos
424323.0,4572848.0,-112,0.45,arcillas y limos
424323.0,4572848.0,-111,0.45,arcillas y limos
424323.0,4572848.0,-110,0.45,arcillas y limos
424323.0,4572848.0,-109,0.45,arcillas y limos
424323.0,4572848.0,-108,0.45,arcillas y limos
424323.0,4572848.0,-107,0.45,arcillas y limos
424323.0,4572848.0,-106,0.45,arcillas y limos
424323.0,4572848.0,-105,0.45,arcillas y limos
424323.0,4572848.0,-104,0.45,arcillas y limos
424323.0,4572848.0,-103,0.45,arcillas y limos
424323.0,4572848.0,-102,0.45,arcillas y limos
424323.0,4572848.0,-101,0.45,arcillas y limos
424323.0,4572848.0,-100,0.45,arcillas y limos
424323.0,4572848.0,-99,0.45,arcillas y limos
424323.0,4572848.0,-98,0.45,arcillas y limos
424323.0,4572848.0,-97,0.45,arcillas y limos
424323.0,4572848.0,-96,0.45,arcillas y limos
424323.0,4572848.0,-95,0.45,arcillas y limos
424323.0,4572848.0,-94,0.45,arcillas y limos
424323.0,4572848.0,-93,0.45,arcillas y limos
424323.0,4572848.0,-92,0.45,arcillas y limos
424323.0,4572848.0,-91,0.45,arcillas y limos
424323.0,4572848.0,-90,0.45,arcillas y limos
424323.0,4572848.0,-89,0.45,arcillas y limos
424323.0,4572848.0,-88,0.45,arcillas y limos
424323.0,4572848.0,-87,0.001,arcillas y limos
424323.0,4572848.0,-86,0.001,arcillas y limos
424323.0,4572848.0,-85,0.001,arcillas y limos
424323.0,4572848.0,-84,0.001,arcillas y limos
424323.0,4572848.0,-83,0.45,arcillas y limos
424323.0,4572848.0,-82,0.45,arcillas y limos
424323.0,4572848.0,-81,0.45,arcillas y limos
424323.0,4572848.0,-80,0.45,arcillas y limos
424323.0,4572848.0,-79,0.45,arcillas y limos
424323.0,4572848.0,-78,0.45,arcillas y limos
424323.0,4572848.0,-77,0.45,arcillas y limos
424323.0,4572848.0,-76,0.45,arcillas y limos
424323.0,4572848.0,-75,0.45,arcillas y limos
424323.0,4572848.0,-74,0.45,arcillas y limos
424323.0,4572848.0,-73,0.45,arcillas y limos
424323.0,4572848.0,-72,0.16,arcillas y limos
424323.0,4572848.0,-71,0.16,arcillas y limos
424323.0,4572848.0,-70,0.16,arcillas y limos
424323.0,4572848.0,-69,0.45,arcillas y limos
424323.0,4572848.0,-68,0.45,arcillas y limos
424323.0,4572848.0,-67,0.45,arcillas y limos
424323.0,4572848.0,-66,0.45,arcillas y limos
424323.0,4572848.0,-65,0.45,arcillas y limos
424323.0,4572848.0,-64,0.001,arcillas y limos
424323.0,4572848.0,-63,7,gravillas y gravas
424323.0,4572848.0,-62,7,gravillas y gravas
424323.0,4572848.0,-61,7,gravillas y gravas
424323.0,4572848.0,-60,7,gravillas y gravas
424323.0,4572848.0,-59,7,gravillas y gravas
424323.0,4572848.0,-58,7,gravillas y gravas
424323.0,4572848.0,-57,7,gravillas y gravas
424323.0,4572848.0,-56,7,gravillas y gravas
424323.0,4572848.0,-55,7,gravillas y gravas
424323.0,4572848.0,-54,7,gravillas y gravas
424323.0,4572848.0,-53,7,gravillas y gravas
424323.0,4572848.0,-52,7,gravillas y gravas
424323.0,4572848.0,-51,7,gravillas y gravas
424323.0,4572848.0,-50,1.15,arenas
424323.0,4572848.0,-49,1.15,arenas
424323.0,4572848.0,-48,1.15,arenas
424323.0,4572848.0,-47,0.01,arcillas y limos
424323.0,4572848.0,-46,0.01,arcillas y limos
424323.0,4572848.0,-45,0.01,arcillas y limos
424323.0,4572848.0,-44,0.01,arcillas y limos
424323.0,4572848.0,-43,0.01,arcillas y limos
424323.0,4572848.0,-42,0.01,arcillas y limos
424323.0,4572848.0,-41,0.01,arcillas y limos
424323.0,4572848.0,-40,0.01,arcillas y limos
424323.0,4572848.0,-39,0.01,arcillas y limos
424323.0,4572848.0,-38,0.01,arcillas y limos
424323.0,4572848.0,-37,0.01,arcillas y limos
424323.0,4572848.0,-36,0.01,arcillas y limos
424323.0,4572848.0,-35,0.01,arcillas y limos
424323.0,4572848.0,-34,0.01,arcillas y limos
424323.0,4572848.0,-33,0.01,arcillas y limos
424323.0,4572848.0,-32,0.01,arcillas y limos
424323.0,4572848.0,-31,0.01,arcillas y limos
424323.0,4572848.0,-30,0.01,arcillas y limos
424323.0,4572848.0,-29,0.01,arcillas y limos
424323.0,4572848.0,-28,0.01,arcillas y limos
424323.0,4572848.0,-27,0.01,arcillas y limos
424323.0,4572848.0,-26,0.01,arcillas y limos
424323.0,4572848.0,-25,0.01,arcillas y limos
424323.0,4572848.0,-24,0.01,arcillas y limos
424323.0,4572848.0,-23,0.01,arcillas y limos
424323.0,4572848.0,-22,0.01,arcillas y limos
424323.0,4572848.0,-21,0.01,arcillas y limos
424323.0,4572848.0,-20,0.01,arcillas y limos
424323.0,4572848.0,-19,0.01,arcillas y limos
424323.0,4572848.0,-18,0.01,arcillas y limos
424323.0,4572848.0,-17,0.01,arcillas y limos
424323.0,4572848.0,-16,0.01,arcillas y limos
424323.0,4572848.0,-15,0.01,arcillas y limos
424323.0,4572848.0,-14,0.01,arcillas y limos
424323.0,4572848.0,-13,0.01,arcillas y limos
424323.0,4572848.0,-12,1.15,arenas
424323.0,4572848.0,-11,1.15,arenas
424323.0,4572848.0,-10,1.15,arenas
424323.0,4572848.0,-9,1.15,arenas
424323.0,4572848.0,-8,1.15,arenas
424323.0,4572848.0,-7,1.15,arenas
424323.0,4572848.0,-6,1.15,arenas
424323.0,4572848.0,-5,1.15,arenas
424323.0,4572848.0,-4,1.15,arenas
424323.0,4572848.0,-3,1.15,arenas
424323.0,4572848.0,-2,0.065,arcillas y limos
424323.0,4572848.0,-1,0.065,arcillas y limos
424323.0,4572848.0,0,0.065,arcillas y limos
424323.0,4572848.0,1,0.065,arcillas y limos
424788.0,4573210.0,-65,7,gravillas y gravas
424788.0,4573210.0,-64,7,gravillas y gravas
424788.0,4573210.0,-63,7,gravillas y gravas
424788.0,4573210.0,-62,7,gravillas y gravas
424788.0,4573210.0,-61,7,gravillas y gravas
424788.0,4573210.0,-60,7,gravillas y gravas
424788.0,4573210.0,-59,7,gravillas y gravas
424788.0,4573210.0,-58,7,gravillas y gravas
424788.0,4573210.0,-57,7,gravillas y gravas
424788.0,4573210.0,-56,7,gravillas y gravas
424788.0,4573210.0,-55,7,gravillas y gravas
424788.0,4573210.0,-54,7,gravillas y gravas
424788.0,4573210.0,-53,7,gravillas y gravas
424788.0,4573210.0,-52,7,gravillas y gravas
