UTM_X,UTM_Y,Cota,Valor,Clase
424149.0,4575230.0,-8,1.15,arenas
424149.0,4575230.0,-7,1.15,arenas
424149.0,4575230.0,-6,1.15,arenas
424149.0,4575230.0,-5,1.15,arenas
424149.0,4575230.0,-4,1.15,arenas
424149.0,4575230.0,-3,1.15,arenas
424149.0,4575230.0,-2,1.15,arenas
424149.0,4575230.0,-1,1.15,arenas
424149.0,4575230.0,0,1.15,arenas
424149.0,4575230.0,1,1.15,arenas
424149.0,4575230.0,2,1.15,arenas
424149.0,4575230.0,3,0.001,arcillas y limos
424149.0,4575230.0,4,0.001,arcillas y limos
424814.0,4575756.0,-43,0.01,arcillas y limos
424814.0,4575756.0,-42,0.01,arcillas y limos
424814.0,4575756.0,-41,0.01,arcillas y limos
424814.0,4575756.0,-40,0.01,arcillas y limos
424814.0,4575756.0,-39,0.01,arcillas y limos
424814.0,4575756.0,-38,0.01,arcillas y limos
424814.0,4575756.0,-37,0.001,arcillas y limos
424814.0,4575756.0,-36,0.001,arcillas y limos
424814.0,4575756.0,-35,0.001,arcillas y limos
424814.0,4575756.0,-34,0.001,arcillas y limos
424814.0,4575756.0,-33,0.001,arcillas y limos
424814.0,4575756.0,-32,0.001,arcillas y limos
424814.0,4575756.0,-31,0.001,arcillas y limos
424814.0,4575756.0,-30,0.001,arcillas y limos
424814.0,4575756.0,-29,0.001,arcillas y limos
424814.0,4575756.0,-28,0.001,arcillas y limos
424814.0,4575756.0,-27,0.001,arcillas y limos
424814.0,4575756.0,-26,0.001,arcillas y limos
424814.0,4575756.0,-25,0.001,arcillas y limos
424814.0,4575756.0,-24,0.001,arcillas y limos
424814.0,4575756.0,-23,0.001,arcillas y limos
424814.0,4575756.0,-22,0.001,arcillas y limos
424814.0,4575756.0,-21,0.001,arcillas y limos
424814.0,4575756.0,-20,0.001,arcillas y limos
424814.0,4575756.0,-19,0.001,arcillas y limos
424814.0,4575756.0,-18,0.001,arcillas y limos
424814.0,4575756.0,-17,0.001,arcillas y limos
424814.0,4575756.0,-16,0.001,arcillas y limos
424814.0,4575756.0,-15,0.001,arcillas y limos
424814.0,4575756.0,-14,0.001,arcillas y limos
424814.0,4575756.0,-13,0.001,arcillas y limos
424814.0,4575756.0,-12,0.001,arcillas y limos
424814.0,4575756.0,-11,0.001,arcillas y limos
424814.0,4575756.0,-10,0.001,arcillas y limos
424814.0,4575756.0,-9,1.15,arenas
424814.0,4575756.0,-8,1.15,arenas
424814.0,4575756.0,-7,1.15,arenas
424814.0,4575756.0,-6,1.15,arenas
424814.0,4575756.0,-5,1.15,arenas
424814.0,4575756.0,-4,1.15,arenas
424814.0,4575756.0,-3,1.15,arenas
424814.0,4575756.0,-2,1.15,arenas
424814.0,4575756.0,-1,1.15,arenas
424814.0,4575756.0,0,1.15,arenas
424814.0,4575756.0,1,1.15,arenas
424814.0,4575756.0,2,7,gravillas y gravas
424814.0,4575756.0,3,0.001,arcillas y limos
424814.0,4575756.0,4,0.001,arcillas y limos
424985.0,4575950.0,-41,7,gravillas y gravas
424985.0,4575950.0,-40,7,gravillas y gravas
424985.0,4575950.0,-39,7,gravillas y gravas
424985.0,4575950.0,-38,7,gravillas y gravas
424985.0,4575950.0,-37,0.001,arcillas y limos
424985.0,4575950.0,-36,0.001,arcillas y limos
424985.0,4575950.0,-35,0.001,arcillas y limos
424985.0,4575950.0,-34,0.001,arcillas y limos
424985.0,4575950.0,-33,0.001,arcillas y limos
424985.0,4575950.0,-32,0.001,arcillas y limos
424985.0,4575950.0,-31,0.001,arcillas y limos
424985.0,4575950.0,-30,0.001,arcillas y limos
424985.0,4575950.0,-29,0.001,arcillas y limos
424985.0,4575950.0,-28,0.001,arcillas y limos
424985.0,4575950.0,-27,0.001,arcillas y limos
424985.0,4575950.0,-26,0.001,arcillas y limos
424985.0,4575950.0,-25,0.001,arcillas y limos
424985.0,4575950.0,-24,0.001,arcillas y limos
424985.0,4575950.0,-23,0.001,arcillas y limos
424985.0,4575950.0,-22,0.001,arcillas y limos
424985.0,4575950.0,-21,0.001,arcillas y limos
424985.0,4575950.0,-20,0.001,arcillas y limos
424985.0,4575950.0,-19,0.001,arcillas y limos
424985.0,4575950.0,-18,0.01,arcillas y limos
424985.0,4575950.0,-17,0.01,arcillas y limos
424985.0,4575950.0,-16,0.001,arcillas y limos
424985.0,4575950.0,-15,0.001,arcillas y limos
424985.0,4575950.0,-14,0.001,arcillas y limos
424985.0,4575950.0,-13,0.001,arcillas y limos
424985.0,4575950.0,-12,0.001,arcillas y limos
424985.0,4575950.0,-11,0.001,arcillas y limos
424985.0,4575950.0,-10,0.001,arcillas y limos
424985.0,4575950.0,-9,1.15,arenas
424985.0,4575950.0,-8,1.15,arenas
424985.0,4575950.0,-7,1.15,arenas
424985.0,4575950.0,-6,1.15,arenas
424985.0,4575950.0,-5,1.15,arenas
424985.0,4575950.0,-4,1.15,arenas
424985.0,4575950.0,-3,1.15,arenas
424985.0,4575950.0,-2,7,gravillas y gravas
424985.0,4575950.0,-1,7,gravillas y gravas
424985.0,4575950.0,0,1.15,arenas
424985.0,4575950.0,1,1.15,arenas
424985.0,4575950.0,2,1.15,arenas
424985.0,4575950.0,3,1.15,arenas
424985.0,4575950.0,4,0.001,arcillas y limos
424985.0,4575950.0,5,0.065,arcillas y limos
425040.0,4575894.0,-39,7,gravillas y gravas
425040.0,4575894.0,-38,0.001,arcillas y limos
425040.0,4575894.0,-37,0.001,arcillas y limos
425040.0,4575894.0,-36,0.001,arcillas y limos
425040.0,4575894.0,-35,0.001,arcillas y limos
425040.0,4575894.0,-34,0.001,arcillas y limos
425040.0,4575894.0,-33,0.001,arcillas y limos
425040.0,4575894.0,-32,0.001,arcillas y limos
425040.0,4575894.0,-31,0.001,arcillas y limos
425040.0,4575894.0,-30,0.001,arcillas y limos
425040.0,4575894.0,-29,0.001,arcillas y limos
425040.0,4575894.0,-28,0.001,arcillas y limos
425040.0,4575894.0,-27,0.001,arcillas y limos
425040.0,4575894.0,-26,0.001,arcillas y limos
425040.0,4575894.0,-25,0.001,arcillas y limos
425040.0,4575894.0,-24,0.001,arcillas y limos
425040.0,4575894.0,-23,0.001,arcillas y limos
425040.0,4575894.0,-22,0.001,arcillas y limos
425040.0,4575894.0,-21,0.001,arcillas y limos
425040.0,4575894.0,-20,0.001,arcillas y limos
425040.0,4575894.0,-19,0.001,arcillas y limos
425040.0,4575894.0,-18,0.01,arcillas y limos
425040.0,4575894.0,-17,0.01,arcillas y limos
425040.0,4575894.0,-16,0.001,arcillas y limos
425040.0,4575894.0,-15,0.001,arcillas y limos
425040.0,4575894.0,-14,0.001,arcillas y limos
425040.0,4575894.0,-13,0.001,arcillas y limos
425040.0,4575894.0,-12,0.001,arcillas y limos
425040.0,4575894.0,-11,0.001,arcillas y limos
425040.0,4575894.0,-10,0.001,arcillas y limos
425040.0,4575894.0,-9,1.15,arenas
425040.0,4575894.0,-8,1.15,arenas
425040.0,4575894.0,-7,1.15,arenas
425040.0,4575894.0,-6,1.15,arenas
425040.0,4575894.0,-5,1.15,arenas
425040.0,4575894.0,-4,1.15,arenas
425040.0,4575894.0,-3,1.15,arenas
425040.0,4575894.0,-2,7,gravillas y gravas
425040.0,4575894.0,-1,7,gravillas y gravas
425040.0,4575894.0,0,1.15,arenas
425040.0,4575894.0,1,1.15,arenas
425040.0,4575894.0,2,1.15,arenas
425040.0,4575894.0,3,1.15,arenas
425040.0,4575894.0,4,0.001,arcillas y limos
425040.0,4575894.0,5,0.001,arcillas y limos
422340.0,4575020.0,-53,0.45,arcillas y limos
422340.0,4575020.0,-52,0.45,arcillas y limos
422340.0,4575020.0,-51,0.45,arcillas y limos
422340.0,4575020.0,-50,0.45,arcillas y limos
422340.0,4575020.0,-49,0.45,arcillas y limos
422340.0,4575020.0,-48,0.45,arcillas y limos
422340.0,4575020.0,-47,0.45,arcillas y limos
422340.0,4575020.0,-46,0.45,arcillas y limos
422340.0,4575020.0,-45,0.45,arcillas y limos
422340.0,4575020.0,-44,0.45,arcillas y limos
422340.0,4575020.0,-43,0.001,arcillas y limos
422340.0,4575020.0,-42,0.001,arcillas y limos
422340.0,4575020.0,-41,7,gravillas y gravas
422340.0,4575020.0,-40,7,gravillas y gravas
422340.0,4575020.0,-39,7,gravillas y gravas
422340.0,4575020.0,-38,7,gravillas y gravas
422340.0,4575020.0,-37,7,gravillas y gravas
422340.0,4575020.0,-36,7,gravillas y gravas
422340.0,4575020.0,-35,7,gravillas y gravas
422340.0,4575020.0,-34,7,gravillas y gravas
422340.0,4575020.0,-33,7,gravillas y gravas
422340.0,4575020.0,-32,7,gravillas y gravas
422340.0,4575020.0,-31,0.004,arcillas y limos
422340.0,4575020.0,-30,0.004,arcillas y limos
422340.0,4575020.0,-29,0.004,arcillas y limos
422340.0,4575020.0,-28,0.004,arcillas y limos
422340.0,4575020.0,-27,0.004,arcillas y limos
422340.0,4575020.0,-26,0.004,arcillas y limos
422340.0,4575020.0,-25,0.004,arcillas y limos
422340.0,4575020.0,-24,0.004,arcillas y limos
422340.0,4575020.0,-23,0.004,arcillas y limos
422340.0,4575020.0,-22,0.004,arcillas y limos
422340.0,4575020.0,-21,0.004,arcillas y limos
422340.0,4575020.0,-20,0.004,arcillas y limos
422340.0,4575020.0,-19,0.004,arcillas y limos
422340.0,4575020.0,-18,0.004,arcillas y limos
422340.0,4575020.0,-17,0.004,arcillas y limos
422340.0,4575020.0,-16,0.004,arcillas y limos
422340.0,4575020.0,-15,0.004,arcillas y limos
422340.0,4575020.0,-14,0.004,arcillas y limos
422340.0,4575020.0,-13,0.004,arcillas y limos
422340.0,4575020.0,-12,0.004,arcillas y limos
422340.0,4575020.0,-11,0.004,arcillas y limos
422340.0,4575020.0,-10,0.004,arcillas y limos
422340.0,4575020.0,-9,0.004,arcillas y limos
422340.0,4575020.0,-8,0.004,arcillas y limos
422340.0,4575020.0,-7,0.004,arcillas y limos
422340.0,4575020.0,-6,0.004,arcillas y limos
422340.0,4575020.0,-5,0.004,arcillas y limos
422340.0,4575020.0,-4,0.0004,arcillas y limos
422340.0,4575020.0,-3,0.0004,arcillas y limos
422340.0,4575020.0,-2,0.0004,arcillas y limos
422340.0,4575020.0,-1,0.0004,arcillas y limos
422340.0,4575020.0,0,0.0004,arcillas y limos
422340.0,4575020.0,1,0.0004,arcillas y limos
422340.0,4575020.0,2,0.0004,arcillas y limos
422340.0,4575020.0,3,0.0004,arcillas y limos
422340.0,4575020.0,4,0.0004,arcillas y limos
422340.0,4575020.0,5,0.065,arcillas y limos
424250.0,4576260.0,-13,1.15,arenas
424250.0,4576260.0,-12,1.15,arenas
424250.0,4576260.0,-11,1.15,arenas
424250.0,4576260.0,-10,1.15,arenas
424250.0,4576260.0,-9,1.15,arenas
424250.0,4576260.0,-8,1.15,arenas
424250.0,4576260.0,-7,1.15,arenas
424250.0,4576260.0,-6,1.15,arenas
424250.0,4576260.0,-5,1.15,arenas
424250.0,4576260.0,-4,1.15,arenas
424250.0,4576260.0,-3,1.15,arenas
424250.0,4576260.0,-2,0.01,arcillas y limos
424250.0,4576260.0,-1,0.01,arcillas y limos
424250.0,4576260.0,0,0.01,arcillas y limos
424250.0,4576260.0,1,0.01,arcillas y limos
424250.0,4576260.0,2,0.065,arcillas y limos
424250.0,4576260.0,3,0.065,arcillas y limos
424250.0,4576260.0,4,0.0004,arcillas y limos
424250.0,4576260.0,5,1.15,arenas
424250.0,4576260.0,6,0.065,arcillas y limos
424250.0,4576240.0,-10,1.15,arenas
424250.0,4576240.0,-9,1.15,arenas
424250.0,4576240.0,-8,1.15,arenas
424250.0,4576240.0,-7,1.15,arenas
424250.0,4576240.0,-6,1.15,arenas
424250.0,4576240.0,-5,1.15,arenas
424250.0,4576240.0,-4,1.15,arenas
424250.0,4576240.0,-3,1.15,arenas
424250.0,4576240.0,-2,0.01,arcillas y limos
424250.0,4576240.0,-1,0.01,arcillas y limos
424250.0,4576240.0,0,0.01,arcillas y limos
424250.0,4576240.0,1,0.01,arcillas y limos
424250.0,4576240.0,2,0.065,arcillas y limos
424250.0,4576240.0,3,0.065,arcillas y limos
424250.0,4576240.0,4,0.065,arcillas y limos
424250.0,4576240.0,5,0.065,arcillas y limos
424250.0,4576240.0,6,0.065,arcillas y limos
424250.0,4576199.0,-9,1.15,arenas
424250.0,4576199.0,-8,1.15,arenas
424250.0,4576199.0,-7,1.15,arenas
424250.0,4576199.0,-6,1.15,arenas
424250.0,4576199.0,-5,1.15,arenas
424250.0,4576199.0,-4,1.15,arenas
424250.0,4576199.0,-3,1.15,arenas
424250.0,4576199.0,-2,0.0004,arcillas y limos
424250.0,4576199.0,-1,0.0004,arcillas y limos
424250.0,4576199.0,0,0.0004,arcillas y limos
424250.0,4576199.0,1,0.065,arcillas y limos
424250.0,4576199.0,2,0.065,arcillas y limos
424250.0,4576199.0,3,0.0004,arcillas y limos
424250.0,4576199.0,4,0.0004,arcillas y limos
424250.0,4576199.0,5,0.065,arcillas y limos
424250.0,4576199.0,6,0.065,arcillas y limos
422481.0,4574211.0,-32,0.01,arcillas y limos
422481.0,4574211.0,-31,0.01,arcillas y limos
422481.0,4574211.0,-30,0.001,arcillas y limos
422481.0,4574211.0,-29,0.001,arcillas y limos
422481.0,4574211.0,-28,0.001,arcillas y limos
422481.0,4574211.0,-27,0.001,arcillas y limos
422481.0,4574211.0,-26,0.001,arcillas y limos
422481.0,4574211.0,-25,0.001,arcillas y limos
422481.0,4574211.0,-24,0.001,arcillas y limos
422481.0,4574211.0,-23,0.001,arcillas y limos
422481.0,4574211.0,-22,0.001,arcillas y limos
422481.0,4574211.0,-21,0.001,arcillas y limos
422481.0,4574211.0,-20,0.001,arcillas y limos
422481.0,4574211.0,-19,0.001,arcillas y limos
422481.0,4574211.0,-18,0.001,arcillas y limos
422481.0,4574211.0,-17,0.001,arcillas y limos
422481.0,4574211.0,-16,0.001,arcillas y limos
422481.0,4574211.0,-15,0.001,arcillas y limos
422481.0,4574211.0,-14,0.001,arcillas y limos
422481.0,4574211.0,-13,0.001,arcillas y limos
422481.0,4574211.0,-12,0.001,arcillas y limos
422481.0,4574211.0,-11,0.001,arcillas y limos
422481.0,4574211.0,-10,1.15,arenas
422481.0,4574211.0,-9,1.15,arenas
422481.0,4574211.0,-8,1.15,arenas
422481.0,4574211.0,-7,1.15,arenas
422481.0,4574211.0,-6,1.15,arenas
422481.0,4574211.0,-5,1.15,arenas
422481.0,4574211.0,-4,1.15,arenas
422481.0,4574211.0,-3,1.15,arenas
422481.0,4574211.0,-2,1.15,arenas
422481.0,4574211.0,-1,1.15,arenas
422481.0,4574211.0,0,1.15,arenas
422481.0,4574211.0,1,0.001,arcillas y limos
422481.0,4574211.0,2,0.001,arcillas y limos
422481.0,4574211.0,3,0.065,arcillas y limos
424244.0,4574801.0,-36,0.001,arcillas y limos
424244.0,4574801.0,-35,0.001,arcillas y limos
424244.0,4574801.0,-34,0.001,arcillas y limos
424244.0,4574801.0,-33,0.001,arcillas y limos
424244.0,4574801.0,-32,0.001,arcillas y limos
424244.0,4574801.0,-31,0.001,arcillas y limos
424244.0,4574801.0,-30,0.001,arcillas y limos
424244.0,4574801.0,-29,0.001,arcillas y limos
424244.0,4574801.0,-28,0.001,arcillas y limos
424244.0,4574801.0,-27,0.001,arcillas y limos
424244.0,4574801.0,-26,0.001,arcillas y limos
424244.0,4574801.0,-25,0.001,arcillas y limos
424244.0,4574801.0,-24,0.001,arcillas y limos
424244.0,4574801.0,-23,0.001,arcillas y limos
424244.0,4574801.0,-22,0.001,arcillas y limos
424244.0,4574801.0,-21,0.001,arcillas y limos
424244.0,4574801.0,-20,0.001,arcillas y limos
424244.0,4574801.0,-19,0.001,arcillas y limos
424244.0,4574801.0,-18,0.001,arcillas y limos
424244.0,4574801.0,-17,0.001,arcillas y limos
